Ticker,Year,Quarter,Return,MarketCap,Sector
MMM,2017,Q1,0.0,114.43,Industrials
MMM,2017,Q2,1.0881,124.52,Industrials
MMM,2017,Q3,1.0961,125.44,Industrials
MMM,2017,Q4,1.2283,140.56,Industrials
MMM,2018,Q1,1.1077,126.76,Industrials
MMM,2018,Q2,1.0167,116.34,Industrials
MMM,2018,Q3,1.0858,124.26,Industrials
MMM,2018,Q4,-0.9669,110.65,Industrials
MMM,2019,Q1,1.0696,122.4,Industrials
MMM,2019,Q2,-0.881,100.81,Industrials
MMM,2019,Q3,-0.8282,94.78,Industrials
MMM,2019,Q4,-0.8885,101.67,Industrials
MMM,2020,Q1,-0.6881,78.74,Industrials
MMM,2020,Q2,-0.7865,90.01,Industrials
MMM,2020,Q3,-0.8088,92.55,Industrials
MMM,2020,Q4,-0.8839,101.15,Industrials
MMM,2021,Q1,-0.9774,111.85,Industrials
MMM,2021,Q2,1.0085,115.4,Industrials
MMM,2021,Q3,-0.8885,101.67,Industrials
MMM,2021,Q4,-0.8924,102.12,Industrials
AOS,2017,Q1,0.0,8.84,Industrials
AOS,2017,Q2,1.0968,9.7,Industrials
AOS,2017,Q3,1.1527,10.19,Industrials
AOS,2017,Q4,1.1945,10.56,Industrials
AOS,2018,Q1,1.1925,10.54,Industrials
AOS,2018,Q2,1.141,10.09,Industrials
AOS,2018,Q3,1.0352,9.15,Industrials
AOS,2018,Q4,-0.8121,7.18,Industrials
AOS,2019,Q1,1.0212,9.03,Industrials
AOS,2019,Q2,-0.8777,7.76,Industrials
AOS,2019,Q3,-0.8808,7.79,Industrials
AOS,2019,Q4,-0.8748,7.74,Industrials
AOS,2020,Q1,-0.6922,6.12,Industrials
AOS,2020,Q2,-0.8581,7.59,Industrials
AOS,2020,Q3,-0.9615,8.5,Industrials
AOS,2020,Q4,1.0029,8.87,Industrials
AOS,2021,Q1,1.2379,10.95,Industrials
AOS,2021,Q2,1.3194,11.67,Industrials
AOS,2021,Q3,1.1182,9.89,Industrials
AOS,2021,Q4,1.5307,13.53,Industrials
ABT,2017,Q1,0.0,77.06,Health Care
ABT,2017,Q2,1.0959,84.46,Health Care
ABT,2017,Q3,1.2052,92.88,Health Care
ABT,2017,Q4,1.3302,102.51,Health Care
ABT,2018,Q1,1.3243,102.05,Health Care
ABT,2018,Q2,1.3884,107.0,Health Care
ABT,2018,Q3,1.6893,130.18,Health Care
ABT,2018,Q4,1.6478,126.98,Health Care
ABT,2019,Q1,1.8236,140.53,Health Care
ABT,2019,Q2,1.9377,149.33,Health Care
ABT,2019,Q3,1.9201,147.97,Health Care
ABT,2019,Q4,1.9866,153.09,Health Care
ABT,2020,Q1,1.8112,139.58,Health Care
ABT,2020,Q2,2.1006,161.88,Health Care
ABT,2020,Q3,2.503,192.89,Health Care
ABT,2020,Q4,2.5165,193.93,Health Care
ABT,2021,Q1,2.7631,212.93,Health Care
ABT,2021,Q2,2.6669,205.52,Health Care
ABT,2021,Q3,2.7106,208.89,Health Care
ABT,2021,Q4,3.2217,248.28,Health Care
ABBV,2017,Q1,0.0,103.69,Health Care
ABBV,2017,Q2,1.1144,115.56,Health Care
ABBV,2017,Q3,1.3678,141.83,Health Care
ABBV,2017,Q4,1.511,156.68,Health Care
ABBV,2018,Q1,1.3996,145.13,Health Care
ABBV,2018,Q2,1.3529,140.28,Health Care
ABBV,2018,Q3,1.3781,142.9,Health Care
ABBV,2018,Q4,1.3148,136.33,Health Care
ABBV,2019,Q1,1.1516,119.41,Health Care
ABBV,2019,Q2,1.0465,108.51,Health Care
ABBV,2019,Q3,1.0799,111.97,Health Care
ABBV,2019,Q4,1.2628,130.94,Health Care
ABBV,2020,Q1,1.085,112.51,Health Care
ABBV,2020,Q2,1.6705,173.22,Health Care
ABBV,2020,Q3,1.4911,154.62,Health Care
ABBV,2020,Q4,1.824,189.13,Health Care
ABBV,2021,Q1,1.8427,191.08,Health Care
ABBV,2021,Q2,1.9195,199.04,Health Care
ABBV,2021,Q3,1.839,190.69,Health Care
ABBV,2021,Q4,2.309,239.43,Health Care
ABMD,2017,Q1,0.0,5.46,Health Care
ABMD,2017,Q2,1.1529,6.29,Health Care
ABMD,2017,Q3,1.364,7.44,Health Care
ABMD,2017,Q4,1.561,8.52,Health Care
ABMD,2018,Q1,2.2672,12.37,Health Care
ABMD,2018,Q2,3.3397,18.22,Health Care
ABMD,2018,Q3,3.6608,19.97,Health Care
ABMD,2018,Q4,2.6836,14.64,Health Care
ABMD,2019,Q1,2.2955,12.52,Health Care
ABMD,2019,Q2,2.1962,11.98,Health Care
ABMD,2019,Q3,1.4776,8.06,Health Care
ABMD,2019,Q4,1.4113,7.7,Health Care
ABMD,2020,Q1,1.1983,6.54,Health Care
ABMD,2020,Q2,1.9927,10.87,Health Care
ABMD,2020,Q3,2.2904,12.5,Health Care
ABMD,2020,Q4,2.6858,14.65,Health Care
ABMD,2021,Q1,2.6431,14.42,Health Care
ABMD,2021,Q2,2.592,14.14,Health Care
ABMD,2021,Q3,2.7109,14.79,Health Care
ABMD,2021,Q4,2.9958,16.35,Health Care
ACN,2017,Q1,0.0,76.19,Technology
ACN,2017,Q2,1.0119,77.1,Technology
ACN,2017,Q3,1.0597,80.75,Technology
ACN,2017,Q4,1.1963,91.15,Technology
ACN,2018,Q1,1.3056,99.48,Technology
ACN,2018,Q2,1.3065,99.55,Technology
ACN,2018,Q3,1.4214,108.3,Technology
ACN,2018,Q4,1.3795,105.11,Technology
ACN,2019,Q1,1.3526,103.06,Technology
ACN,2019,Q2,1.4906,113.58,Technology
ACN,2019,Q3,1.6569,126.24,Technology
ACN,2019,Q4,1.6784,127.88,Technology
ACN,2020,Q1,1.5109,115.12,Technology
ACN,2020,Q2,1.698,129.38,Technology
ACN,2020,Q3,2.0023,152.57,Technology
ACN,2020,Q4,2.0735,157.99,Technology
ACN,2021,Q1,2.1548,164.19,Technology
ACN,2021,Q2,2.3416,178.42,Technology
ACN,2021,Q3,2.7984,213.23,Technology
ACN,2021,Q4,2.9658,225.98,Technology
ATVI,2017,Q1,0.0,37.35,Communication Services
ATVI,2017,Q2,1.1623,43.41,Communication Services
ATVI,2017,Q3,1.3042,48.71,Communication Services
ATVI,2017,Q4,1.3036,48.68,Communication Services
ATVI,2018,Q1,1.3229,49.4,Communication Services
ATVI,2018,Q2,1.5552,58.08,Communication Services
ATVI,2018,Q3,1.7015,63.54,Communication Services
ATVI,2018,Q4,-0.9515,35.53,Communication Services
ATVI,2019,Q1,-0.964,36.0,Communication Services
ATVI,2019,Q2,-0.9743,36.38,Communication Services
ATVI,2019,Q3,1.0869,40.59,Communication Services
ATVI,2019,Q4,1.222,45.63,Communication Services
ATVI,2020,Q1,1.2248,45.74,Communication Services
ATVI,2020,Q2,1.567,58.52,Communication Services
ATVI,2020,Q3,1.6734,62.49,Communication Services
ATVI,2020,Q4,1.9219,71.77,Communication Services
ATVI,2021,Q1,1.93,72.08,Communication Services
ATVI,2021,Q2,1.9857,74.16,Communication Services
ATVI,2021,Q3,1.6122,60.21,Communication Services
ATVI,2021,Q4,1.3878,51.83,Communication Services
ADM,2017,Q1,0.0,26.52,Consumer Staples
ADM,2017,Q2,-0.891,23.63,Consumer Staples
ADM,2017,Q3,-0.9073,24.06,Consumer Staples
ADM,2017,Q4,-0.842,22.33,Consumer Staples
ADM,2018,Q1,-0.8974,23.8,Consumer Staples
ADM,2018,Q2,-0.9747,25.85,Consumer Staples
ADM,2018,Q3,1.0676,28.31,Consumer Staples
ADM,2018,Q4,-0.8636,22.9,Consumer Staples
ADM,2019,Q1,-0.9013,23.9,Consumer Staples
ADM,2019,Q2,-0.882,23.39,Consumer Staples
ADM,2019,Q3,-0.8704,23.08,Consumer Staples
ADM,2019,Q4,-0.9735,25.82,Consumer Staples
ADM,2020,Q1,-0.7363,19.52,Consumer Staples
ADM,2020,Q2,-0.8441,22.38,Consumer Staples
ADM,2020,Q3,-0.9747,25.85,Consumer Staples
ADM,2020,Q4,1.0569,28.03,Consumer Staples
ADM,2021,Q1,1.2015,31.86,Consumer Staples
ADM,2021,Q2,1.2774,33.88,Consumer Staples
ADM,2021,Q3,1.2763,33.85,Consumer Staples
ADM,2021,Q4,1.4273,37.85,Consumer Staples
ADBE,2017,Q1,0.0,59.37,Technology
ADBE,2017,Q2,1.1947,70.93,Technology
ADBE,2017,Q3,1.2886,76.51,Technology
ADBE,2017,Q4,1.4879,88.34,Technology
ADBE,2018,Q1,1.7387,103.23,Technology
ADBE,2018,Q2,2.0821,123.62,Technology
ADBE,2018,Q3,2.1748,129.13,Technology
ADBE,2018,Q4,2.0632,122.5,Technology
ADBE,2019,Q1,2.1702,128.85,Technology
ADBE,2019,Q2,2.2245,132.07,Technology
ADBE,2019,Q3,2.3281,138.23,Technology
ADBE,2019,Q4,2.5218,149.73,Technology
ADBE,2020,Q1,2.8017,166.35,Technology
ADBE,2020,Q2,3.132,185.95,Technology
ADBE,2020,Q3,4.1751,247.89,Technology
ADBE,2020,Q4,3.8485,228.5,Technology
ADBE,2021,Q1,3.5564,211.16,Technology
ADBE,2021,Q2,4.0616,241.15,Technology
ADBE,2021,Q3,5.3553,317.96,Technology
ADBE,2021,Q4,4.9428,293.47,Technology
ADP,2017,Q1,0.0,45.72,Technology
ADP,2017,Q2,-0.9958,45.52,Technology
ADP,2017,Q3,1.0574,48.34,Technology
ADP,2017,Q4,1.119,51.16,Technology
ADP,2018,Q1,1.0929,49.97,Technology
ADP,2018,Q2,1.2851,58.75,Technology
ADP,2018,Q3,1.4402,65.84,Technology
ADP,2018,Q4,1.2496,57.13,Technology
ADP,2019,Q1,1.5389,70.35,Technology
ADP,2019,Q2,1.5777,72.13,Technology
ADP,2019,Q3,1.5278,69.85,Technology
ADP,2019,Q4,1.6093,73.57,Technology
ADP,2020,Q1,1.2856,58.77,Technology
ADP,2020,Q2,1.3975,63.89,Technology
ADP,2020,Q3,1.3077,59.79,Technology
ADP,2020,Q4,1.6473,75.31,Technology
ADP,2021,Q1,1.7554,80.25,Technology
ADP,2021,Q2,1.8399,84.12,Technology
ADP,2021,Q3,1.8428,84.25,Technology
ADP,2021,Q4,2.2642,103.51,Technology
AAP,2017,Q1,0.0,10.83,Consumer Discretionary
AAP,2017,Q2,-0.6955,7.54,Consumer Discretionary
AAP,2017,Q3,-0.6429,6.96,Consumer Discretionary
AAP,2017,Q4,-0.6801,7.37,Consumer Discretionary
AAP,2018,Q1,-0.7085,7.68,Consumer Discretionary
AAP,2018,Q2,-0.9524,10.32,Consumer Discretionary
AAP,2018,Q3,1.1309,12.25,Consumer Discretionary
AAP,2018,Q4,1.0461,11.33,Consumer Discretionary
AAP,2019,Q1,1.1269,12.21,Consumer Discretionary
AAP,2019,Q2,1.05,11.38,Consumer Discretionary
AAP,2019,Q3,1.039,11.26,Consumer Discretionary
AAP,2019,Q4,1.0123,10.97,Consumer Discretionary
AAP,2020,Q1,-0.759,8.22,Consumer Discretionary
AAP,2020,Q2,-0.8577,9.29,Consumer Discretionary
AAP,2020,Q3,-0.9898,10.72,Consumer Discretionary
AAP,2021,Q1,-0.9815,10.63,Consumer Discretionary
AAP,2021,Q2,1.2111,13.12,Consumer Discretionary
AAP,2021,Q3,1.2302,13.33,Consumer Discretionary
AAP,2021,Q4,1.2424,13.46,Consumer Discretionary
AES,2017,Q1,0.0,7.37,Utilities
AES,2017,Q2,-0.9952,7.33,Utilities
AES,2017,Q3,-0.9872,7.27,Utilities
AES,2017,Q4,-0.9761,7.19,Utilities
AES,2018,Q1,1.0201,7.52,Utilities
AES,2018,Q2,1.2031,8.86,Utilities
AES,2018,Q3,1.2624,9.3,Utilities
AES,2018,Q4,1.3222,9.74,Utilities
AES,2019,Q1,1.6223,11.95,Utilities
AES,2019,Q2,1.5114,11.14,Utilities
AES,2019,Q3,1.4726,10.85,Utilities
AES,2019,Q4,1.7935,13.21,Utilities
AES,2020,Q1,1.2331,9.08,Utilities
AES,2020,Q2,1.3603,10.02,Utilities
AES,2020,Q3,1.6346,12.04,Utilities
AES,2020,Q4,2.1131,15.57,Utilities
AES,2021,Q1,2.4235,17.86,Utilities
AES,2021,Q2,2.4769,18.25,Utilities
AES,2021,Q3,2.0439,15.06,Utilities
AES,2021,Q4,2.1942,16.17,Utilities
AFL,2017,Q1,0.0,29.05,Financials
AFL,2017,Q2,1.0601,30.79,Financials
AFL,2017,Q3,1.1052,32.11,Financials
AFL,2017,Q4,1.1876,34.5,Financials
AFL,2018,Q1,1.1516,33.45,Financials
AFL,2018,Q2,1.1447,33.25,Financials
AFL,2018,Q3,1.2452,36.17,Financials
AFL,2018,Q4,1.1785,34.23,Financials
AFL,2019,Q1,1.2902,37.48,Financials
AFL,2019,Q2,1.4318,41.59,Financials
AFL,2019,Q3,1.3327,38.71,Financials
AFL,2019,Q4,1.3355,38.79,Financials
AFL,2020,Q1,-0.8538,24.8,Financials
AFL,2020,Q2,-0.8904,25.87,Financials
AFL,2020,Q3,-0.8905,25.87,Financials
AFL,2020,Q4,1.0546,30.64,Financials
AFL,2021,Q1,1.2138,35.26,Financials
AFL,2021,Q2,1.2525,36.38,Financials
AFL,2021,Q3,1.2001,34.86,Financials
AFL,2021,Q4,1.3248,38.48,Financials
A,2017,Q1,0.0,15.77,Health Care
A,2017,Q2,1.1359,17.91,Health Care
A,2017,Q3,1.2172,19.19,Health Care
A,2017,Q4,1.3935,21.97,Health Care
A,2018,Q1,1.5041,23.72,Health Care
A,2018,Q2,1.3425,21.17,Health Care
A,2018,Q3,1.3402,21.13,Health Care
A,2018,Q4,1.3107,20.67,Health Care
A,2019,Q1,1.5337,24.18,Health Care
A,2019,Q2,1.5781,24.88,Health Care
A,2019,Q3,1.3734,21.66,Health Care
A,2019,Q4,1.4844,23.41,Health Care
A,2020,Q1,1.6231,25.59,Health Care
A,2020,Q2,1.5022,23.69,Health Care
A,2020,Q3,1.8877,29.77,Health Care
A,2020,Q4,1.9941,31.44,Health Care
A,2021,Q1,2.3448,36.97,Health Care
A,2021,Q2,2.5765,40.63,Health Care
A,2021,Q3,2.9444,46.43,Health Care
A,2021,Q4,3.018,47.59,Health Care
AIG,2017,Q1,0.0,61.23,Financials
AIG,2017,Q2,-0.9453,57.88,Financials
AIG,2017,Q3,-0.911,55.78,Financials
AIG,2017,Q4,-0.8823,54.02,Financials
AIG,2018,Q1,-0.7877,48.23,Financials
AIG,2018,Q2,-0.7821,47.89,Financials
AIG,2018,Q3,-0.7761,47.52,Financials
AIG,2018,Q4,-0.5634,34.5,Financials
AIG,2019,Q1,-0.6289,38.51,Financials
AIG,2019,Q2,-0.7706,47.18,Financials
AIG,2019,Q3,-0.7978,48.85,Financials
AIG,2019,Q4,-0.7329,44.87,Financials
AIG,2020,Q1,-0.3462,21.2,Financials
AIG,2020,Q2,-0.4415,27.03,Financials
AIG,2020,Q3,-0.3901,23.89,Financials
AIG,2020,Q4,-0.5368,32.87,Financials
AIG,2021,Q1,-0.6552,40.12,Financials
AIG,2021,Q2,-0.6708,41.08,Financials
AIG,2021,Q3,-0.7645,46.81,Financials
AIG,2021,Q4,-0.7919,48.49,Financials
APD,2017,Q1,0.0,29.48,Materials
APD,2017,Q2,1.0584,31.2,Materials
APD,2017,Q3,1.1203,33.03,Materials
APD,2017,Q4,1.229,36.23,Materials
APD,2018,Q1,1.1651,34.35,Materials
APD,2018,Q2,1.1595,34.18,Materials
APD,2018,Q3,1.2621,37.21,Materials
APD,2018,Q4,1.1939,35.19,Materials
APD,2019,Q1,1.4303,42.17,Materials
APD,2019,Q2,1.7123,50.48,Materials
APD,2019,Q3,1.661,48.96,Materials
APD,2019,Q4,1.7608,51.91,Materials
APD,2020,Q1,1.4978,44.15,Materials
APD,2020,Q2,1.8118,53.41,Materials
APD,2020,Q3,2.236,65.92,Materials
APD,2020,Q4,2.0529,60.52,Materials
APD,2021,Q1,2.1148,62.34,Materials
APD,2021,Q2,2.1625,63.75,Materials
APD,2021,Q3,1.9261,56.78,Materials
APD,2021,Q4,2.2902,67.52,Materials
AKAM,2017,Q1,0.0,10.34,Technology
AKAM,2017,Q2,-0.832,8.6,Technology
AKAM,2017,Q3,-0.8058,8.33,Technology
AKAM,2017,Q4,1.0745,11.11,Technology
AKAM,2018,Q1,1.1396,11.78,Technology
AKAM,2018,Q2,1.206,12.47,Technology
AKAM,2018,Q3,1.1481,11.87,Technology
AKAM,2018,Q4,-0.9628,9.95,Technology
AKAM,2019,Q1,1.1527,11.92,Technology
AKAM,2019,Q2,1.2706,13.13,Technology
AKAM,2019,Q3,1.436,14.84,Technology
AKAM,2019,Q4,1.3515,13.97,Technology
AKAM,2020,Q1,1.4337,14.82,Technology
AKAM,2020,Q2,1.6825,17.39,Technology
AKAM,2020,Q3,1.7404,17.99,Technology
AKAM,2020,Q4,1.6534,17.09,Technology
AKAM,2021,Q1,1.6073,16.62,Technology
AKAM,2021,Q2,1.8394,19.01,Technology
AKAM,2021,Q3,1.6468,17.02,Technology
AKAM,2021,Q4,1.8314,18.93,Technology
ALK,2017,Q1,0.0,11.39,Industrials
ALK,2017,Q2,-0.9739,11.09,Industrials
ALK,2017,Q3,-0.8269,9.42,Industrials
ALK,2017,Q4,-0.8105,9.23,Industrials
ALK,2018,Q1,-0.6245,7.11,Industrials
ALK,2018,Q2,-0.6536,7.44,Industrials
ALK,2018,Q3,-0.7332,8.35,Industrials
ALK,2018,Q4,-0.6586,7.5,Industrials
ALK,2019,Q1,-0.6205,7.07,Industrials
ALK,2019,Q2,-0.6904,7.86,Industrials
ALK,2019,Q3,-0.7026,8.0,Industrials
ALK,2019,Q4,-0.7325,8.34,Industrials
ALK,2020,Q1,-0.307,3.5,Industrials
ALK,2020,Q2,-0.3926,4.47,Industrials
ALK,2020,Q3,-0.3977,4.53,Industrials
ALK,2020,Q4,-0.5662,6.45,Industrials
ALK,2021,Q1,-0.7554,8.6,Industrials
ALK,2021,Q2,-0.6618,7.54,Industrials
ALK,2021,Q3,-0.6445,7.34,Industrials
ALK,2021,Q4,-0.5751,6.55,Industrials
ALB,2017,Q1,0.0,11.83,Materials
ALB,2017,Q2,-0.9875,11.68,Materials
ALB,2017,Q3,1.2729,15.06,Materials
ALB,2017,Q4,1.2287,14.54,Materials
ALB,2018,Q1,-0.8323,9.85,Materials
ALB,2018,Q2,-0.8745,10.35,Materials
ALB,2018,Q3,-0.9147,10.82,Materials
ALB,2018,Q4,-0.6908,8.17,Materials
ALB,2019,Q1,-0.753,8.91,Materials
ALB,2019,Q2,-0.6299,7.45,Materials
ALB,2019,Q3,-0.6229,7.37,Materials
ALB,2019,Q4,-0.6547,7.74,Materials
ALB,2020,Q1,-0.5062,5.99,Materials
ALB,2020,Q2,-0.694,8.21,Materials
ALB,2020,Q3,-0.8029,9.5,Materials
ALB,2020,Q4,1.3301,15.74,Materials
ALB,2021,Q1,1.3906,16.45,Materials
ALB,2021,Q2,1.6633,19.68,Materials
ALB,2021,Q3,2.165,25.61,Materials
ALB,2021,Q4,2.312,27.35,Materials
ARE,2017,Q1,0.0,9.74,Real Estate
ARE,2017,Q2,1.1156,10.87,Real Estate
ARE,2017,Q3,1.1308,11.02,Real Estate
ARE,2017,Q4,1.3318,12.97,Real Estate
ARE,2018,Q1,1.2483,12.16,Real Estate
ARE,2018,Q2,1.3195,12.85,Real Estate
ARE,2018,Q3,1.3192,12.85,Real Estate
ARE,2018,Q4,1.2543,12.22,Real Estate
ARE,2019,Q1,1.6135,15.72,Real Estate
ARE,2019,Q2,1.6379,15.96,Real Estate
ARE,2019,Q3,1.7728,17.27,Real Estate
ARE,2019,Q4,1.8937,18.45,Real Estate
ARE,2020,Q1,1.7084,16.64,Real Estate
ARE,2020,Q2,2.0707,20.17,Real Estate
ARE,2020,Q3,2.0513,19.98,Real Estate
ARE,2020,Q4,2.4457,23.83,Real Estate
ARE,2021,Q1,2.3159,22.56,Real Estate
ARE,2021,Q2,2.7234,26.53,Real Estate
ARE,2021,Q3,2.9587,28.82,Real Estate
ARE,2021,Q4,3.5122,34.22,Real Estate
ALGN,2017,Q1,0.0,9.17,Health Care
ALGN,2017,Q2,1.3133,12.04,Health Care
ALGN,2017,Q3,1.6291,14.93,Health Care
ALGN,2017,Q4,1.9625,17.99,Health Care
ALGN,2018,Q1,2.1192,19.42,Health Care
ALGN,2018,Q2,2.9943,27.45,Health Care
ALGN,2018,Q3,3.422,31.37,Health Care
ALGN,2018,Q4,1.8254,16.73,Health Care
ALGN,2019,Q1,2.4845,22.77,Health Care
ALGN,2019,Q2,2.3696,21.72,Health Care
ALGN,2019,Q3,1.5659,14.35,Health Care
ALGN,2019,Q4,2.3922,21.93,Health Care
ALGN,2020,Q1,1.4915,13.67,Health Care
ALGN,2020,Q2,2.3585,21.62,Health Care
ALGN,2020,Q3,2.8152,25.8,Health Care
ALGN,2020,Q4,4.5973,42.14,Health Care
ALGN,2021,Q1,4.6675,42.78,Health Care
ALGN,2021,Q2,5.2667,48.27,Health Care
ALGN,2021,Q3,5.7284,52.51,Health Care
ALGN,2021,Q4,5.647,51.76,Health Care
ALLE,2017,Q1,0.0,7.21,Industrials
ALLE,2017,Q2,1.0705,7.72,Industrials
ALLE,2017,Q3,1.1387,8.21,Industrials
ALLE,2017,Q4,1.0534,7.6,Industrials
ALLE,2018,Q1,1.0973,7.92,Industrials
ALLE,2018,Q2,1.0187,7.35,Industrials
ALLE,2018,Q3,1.2014,8.67,Industrials
ALLE,2018,Q4,1.0486,7.56,Industrials
ALLE,2019,Q1,1.2135,8.75,Industrials
ALLE,2019,Q2,1.45,10.46,Industrials
ALLE,2019,Q3,1.3405,9.67,Industrials
ALLE,2019,Q4,1.6037,11.57,Industrials
ALLE,2020,Q1,1.1824,8.53,Industrials
ALLE,2020,Q2,1.3078,9.43,Industrials
ALLE,2020,Q3,1.2655,9.13,Industrials
ALLE,2020,Q4,1.4632,10.56,Industrials
ALLE,2021,Q1,1.5793,11.39,Industrials
ALLE,2021,Q2,1.7378,12.54,Industrials
ALLE,2021,Q3,1.6435,11.86,Industrials
ALLE,2021,Q4,1.6376,11.81,Industrials
LNT,2017,Q1,0.0,9.02,Utilities
LNT,2017,Q2,1.0204,9.2,Utilities
LNT,2017,Q3,1.0652,9.6,Utilities
LNT,2017,Q4,1.0799,9.74,Utilities
LNT,2018,Q1,1.047,9.44,Utilities
LNT,2018,Q2,1.0891,9.82,Utilities
LNT,2018,Q3,1.1064,9.97,Utilities
LNT,2018,Q4,1.106,9.97,Utilities
LNT,2019,Q1,1.229,11.08,Utilities
LNT,2019,Q2,1.2906,11.64,Utilities
LNT,2019,Q3,1.4303,12.89,Utilities
LNT,2019,Q4,1.4628,13.19,Utilities
LNT,2020,Q1,1.3091,11.8,Utilities
LNT,2020,Q2,1.3245,11.94,Utilities
LNT,2020,Q3,1.4306,12.9,Utilities
LNT,2020,Q4,1.4278,12.87,Utilities
LNT,2021,Q1,1.5019,13.54,Utilities
LNT,2021,Q2,1.5475,13.95,Utilities
LNT,2021,Q3,1.5542,14.01,Utilities
LNT,2021,Q4,1.7073,15.39,Utilities
ALL,2017,Q1,0.0,29.8,Financials
ALL,2017,Q2,1.0791,32.16,Financials
ALL,2017,Q3,1.1143,33.21,Financials
ALL,2017,Q4,1.2227,36.44,Financials
ALL,2018,Q1,1.1134,33.18,Financials
ALL,2018,Q2,1.0695,31.87,Financials
ALL,2018,Q3,1.144,34.09,Financials
ALL,2018,Q4,-0.948,28.25,Financials
ALL,2019,Q1,1.0613,31.63,Financials
ALL,2019,Q2,1.1492,34.25,Financials
ALL,2019,Q3,1.1951,35.61,Financials
ALL,2019,Q4,1.2101,36.06,Financials
ALL,2020,Q1,-0.977,29.12,Financials
ALL,2020,Q2,1.021,30.43,Financials
ALL,2020,Q3,-0.9831,29.3,Financials
ALL,2020,Q4,1.1225,33.45,Financials
ALL,2021,Q1,1.1663,34.76,Financials
ALL,2021,Q2,1.3079,38.98,Financials
ALL,2021,Q3,1.2521,37.31,Financials
ALL,2021,Q4,1.1251,33.53,Financials
GOOGL,2017,Q1,0.0,586.01,Communication Services
GOOGL,2017,Q2,1.0984,643.65,Communication Services
GOOGL,2017,Q3,1.152,675.09,Communication Services
GOOGL,2017,Q4,1.2714,745.08,Communication Services
GOOGL,2018,Q1,1.2007,703.6,Communication Services
GOOGL,2018,Q2,1.3384,784.3,Communication Services
GOOGL,2018,Q3,1.435,840.94,Communication Services
GOOGL,2018,Q4,1.2398,726.52,Communication Services
GOOGL,2019,Q1,1.4217,833.15,Communication Services
GOOGL,2019,Q2,1.303,763.55,Communication Services
GOOGL,2019,Q3,1.444,846.18,Communication Services
GOOGL,2019,Q4,1.5743,922.58,Communication Services
GOOGL,2020,Q1,1.3611,797.64,Communication Services
GOOGL,2020,Q2,1.6498,966.78,Communication Services
GOOGL,2020,Q3,1.6993,995.8,Communication Services
GOOGL,2020,Q4,2.0205,1184.05,Communication Services
GOOGL,2021,Q1,2.3695,1388.53,Communication Services
GOOGL,2021,Q2,2.7874,1633.45,Communication Services
GOOGL,2021,Q3,3.0374,1779.92,Communication Services
GOOGL,2021,Q4,3.276,1919.76,Communication Services
GOOG,2017,Q1,0.0,573.4,Communication Services
GOOG,2017,Q2,1.0972,629.15,Communication Services
GOOG,2017,Q3,1.1597,664.96,Communication Services
GOOG,2017,Q4,1.2895,739.38,Communication Services
GOOG,2018,Q1,1.2196,699.32,Communication Services
GOOG,2018,Q2,1.3514,774.89,Communication Services
GOOG,2018,Q3,1.4505,831.74,Communication Services
GOOG,2018,Q4,1.2557,720.02,Communication Services
GOOG,2019,Q1,1.4475,829.99,Communication Services
GOOG,2019,Q2,1.3291,762.13,Communication Services
GOOG,2019,Q3,1.4731,844.7,Communication Services
GOOG,2019,Q4,1.6061,920.95,Communication Services
GOOG,2020,Q1,1.3921,798.23,Communication Services
GOOG,2020,Q2,1.6808,963.75,Communication Services
GOOG,2020,Q3,1.7414,998.52,Communication Services
GOOG,2020,Q4,2.0641,1183.54,Communication Services
GOOG,2021,Q1,2.4287,1392.64,Communication Services
GOOG,2021,Q2,2.924,1676.62,Communication Services
GOOG,2021,Q3,3.0946,1774.45,Communication Services
GOOG,2021,Q4,3.344,1917.48,Communication Services
MO,2017,Q1,0.0,138.48,Consumer Staples
MO,2017,Q2,1.0384,143.81,Consumer Staples
MO,2017,Q3,-0.877,121.45,Consumer Staples
MO,2017,Q4,-0.9675,133.98,Consumer Staples
MO,2018,Q1,-0.8276,114.61,Consumer Staples
MO,2018,Q2,-0.7755,107.39,Consumer Staples
MO,2018,Q3,-0.8203,113.6,Consumer Staples
MO,2018,Q4,-0.6654,92.15,Consumer Staples
MO,2019,Q1,-0.7812,108.19,Consumer Staples
MO,2019,Q2,-0.644,89.18,Consumer Staples
MO,2019,Q3,-0.5517,76.4,Consumer Staples
MO,2019,Q4,-0.6696,92.73,Consumer Staples
MO,2020,Q1,-0.5188,71.85,Consumer Staples
MO,2020,Q2,-0.5267,72.94,Consumer Staples
MO,2020,Q3,-0.5185,71.81,Consumer Staples
MO,2020,Q4,-0.5504,76.22,Consumer Staples
MO,2021,Q1,-0.686,95.0,Consumer Staples
MO,2021,Q2,-0.6366,88.16,Consumer Staples
MO,2021,Q3,-0.6055,83.85,Consumer Staples
MO,2021,Q4,-0.6239,86.4,Consumer Staples
AMZN,2017,Q1,0.0,422.88,Consumer Discretionary
AMZN,2017,Q2,1.0965,463.67,Consumer Discretionary
AMZN,2017,Q3,1.0935,462.41,Consumer Discretionary
AMZN,2017,Q4,1.3581,574.29,Consumer Discretionary
AMZN,2018,Q1,1.5703,664.04,Consumer Discretionary
AMZN,2018,Q2,1.9535,826.1,Consumer Discretionary
AMZN,2018,Q3,2.313,978.13,Consumer Discretionary
