Ticker,Year,Quarter,Return,MarketCap,Sector
CPRT,2021,Q3,5.352,34.79,Industrials
CPRT,2021,Q4,5.6368,36.64,Industrials
GLW,2017,Q1,0.0,24.98,Technology
GLW,2017,Q2,1.0925,27.29,Technology
GLW,2017,Q3,1.0578,26.42,Technology
GLW,2017,Q4,1.1272,28.15,Technology
GLW,2018,Q1,-0.9178,22.92,Technology
GLW,2018,Q2,-0.9021,22.53,Technology
GLW,2018,Q3,1.1372,28.4,Technology
GLW,2018,Q4,-0.9616,24.02,Technology
GLW,2019,Q1,1.0648,26.59,Technology
GLW,2019,Q2,1.067,26.65,Technology
GLW,2019,Q3,-0.885,22.1,Technology
GLW,2019,Q4,-0.8905,22.24,Technology
GLW,2020,Q1,-0.625,15.61,Technology
GLW,2020,Q2,-0.7871,19.66,Technology
GLW,2020,Q3,-0.9863,24.63,Technology
GLW,2020,Q4,1.0998,27.47,Technology
GLW,2021,Q1,1.3345,33.33,Technology
GLW,2021,Q2,1.3822,34.52,Technology
GLW,2021,Q3,1.2448,31.09,Technology
GLW,2021,Q4,1.2656,31.61,Technology
COST,2017,Q1,0.0,75.51,Consumer Staples
COST,2017,Q2,1.0032,75.76,Consumer Staples
COST,2017,Q3,-0.923,69.7,Consumer Staples
COST,2017,Q4,1.0011,75.6,Consumer Staples
COST,2018,Q1,1.0937,82.59,Consumer Staples
COST,2018,Q2,1.1381,85.94,Consumer Staples
COST,2018,Q3,1.3624,102.88,Consumer Staples
COST,2018,Q4,1.2763,96.37,Consumer Staples
COST,2019,Q1,1.2718,96.03,Consumer Staples
COST,2019,Q2,1.4092,106.41,Consumer Staples
COST,2019,Q3,1.7007,128.42,Consumer Staples
COST,2019,Q4,1.7497,132.13,Consumer Staples
COST,2020,Q1,1.8852,142.35,Consumer Staples
COST,2020,Q2,1.8178,137.27,Consumer Staples
COST,2020,Q3,2.0389,153.96,Consumer Staples
COST,2020,Q4,2.2391,169.08,Consumer Staples
COST,2021,Q1,2.0774,156.87,Consumer Staples
COST,2021,Q2,2.1831,164.85,Consumer Staples
COST,2021,Q3,2.6759,202.06,Consumer Staples
COST,2021,Q4,3.1686,239.27,Consumer Staples
CTRA,2017,Q1,0.0,11.13,Energy
CTRA,2017,Q2,1.0476,11.66,Energy
CTRA,2017,Q3,1.1119,12.37,Energy
CTRA,2017,Q4,1.201,13.36,Energy
CTRA,2018,Q1,-0.9565,10.64,Energy
CTRA,2018,Q2,-0.9648,10.74,Energy
CTRA,2018,Q3,-0.8834,9.83,Energy
CTRA,2018,Q4,-0.8657,9.63,Energy
CTRA,2019,Q1,-0.9838,10.95,Energy
CTRA,2019,Q2,-0.873,9.71,Energy
CTRA,2019,Q3,-0.6513,7.25,Energy
CTRA,2019,Q4,-0.6331,7.04,Energy
CTRA,2020,Q1,-0.6154,6.85,Energy
CTRA,2020,Q2,-0.6154,6.85,Energy
CTRA,2020,Q3,-0.6219,6.92,Energy
CTRA,2020,Q4,-0.5832,6.49,Energy
CTRA,2021,Q1,-0.6737,7.5,Energy
CTRA,2021,Q2,-0.627,6.98,Energy
CTRA,2021,Q3,-0.7816,8.7,Energy
CTRA,2021,Q4,1.3832,15.39,Energy
CCI,2017,Q1,0.0,34.08,Real Estate
CCI,2017,Q2,1.0714,36.51,Real Estate
CCI,2017,Q3,1.1598,39.53,Real Estate
CCI,2017,Q4,1.2986,44.26,Real Estate
CCI,2018,Q1,1.3057,44.5,Real Estate
CCI,2018,Q2,1.3129,44.75,Real Estate
CCI,2018,Q3,1.3445,45.82,Real Estate
CCI,2018,Q4,1.3228,45.08,Real Estate
CCI,2019,Q1,1.5425,52.57,Real Estate
CCI,2019,Q2,1.5883,54.13,Real Estate
CCI,2019,Q3,1.6968,57.83,Real Estate
CCI,2019,Q4,1.7351,59.13,Real Estate
CCI,2020,Q1,1.7626,60.07,Real Estate
CCI,2020,Q2,2.0476,69.78,Real Estate
CCI,2020,Q3,2.0861,71.1,Real Estate
CCI,2020,Q4,2.0132,68.61,Real Estate
CCI,2021,Q1,2.1819,74.36,Real Estate
CCI,2021,Q2,2.4731,84.28,Real Estate
CCI,2021,Q3,2.197,74.87,Real Estate
CCI,2021,Q4,2.646,90.18,Real Estate
CSX,2017,Q1,0.0,42.95,Industrials
CSX,2017,Q2,1.1602,49.83,Industrials
CSX,2017,Q3,1.129,48.49,Industrials
CSX,2017,Q4,1.1674,50.14,Industrials
CSX,2018,Q1,1.1156,47.92,Industrials
CSX,2018,Q2,1.2753,54.77,Industrials
CSX,2018,Q3,1.4751,63.36,Industrials
CSX,2018,Q4,1.1833,50.82,Industrials
CSX,2019,Q1,1.445,62.06,Industrials
CSX,2019,Q2,1.4612,62.76,Industrials
CSX,2019,Q3,1.2617,54.19,Industrials
CSX,2019,Q4,1.3023,55.93,Industrials
CSX,2020,Q1,1.0212,43.86,Industrials
CSX,2020,Q2,1.2422,53.35,Industrials
CSX,2020,Q3,1.383,59.4,Industrials
CSX,2020,Q4,1.6121,69.24,Industrials
CSX,2021,Q1,1.7003,73.03,Industrials
CSX,2021,Q2,1.6839,72.32,Industrials
CSX,2021,Q3,1.5358,65.96,Industrials
CSX,2021,Q4,1.9277,82.8,Industrials
CMI,2017,Q1,0.0,25.08,Industrials
CMI,2017,Q2,1.0898,27.33,Industrials
CMI,2017,Q3,1.1229,28.16,Industrials
CMI,2017,Q4,1.1678,29.29,Industrials
CMI,2018,Q1,1.0437,26.17,Industrials
CMI,2018,Q2,-0.8638,21.66,Industrials
CMI,2018,Q3,-0.9519,23.87,Industrials
CMI,2018,Q4,-0.8377,21.01,Industrials
CMI,2019,Q1,1.0176,25.52,Industrials
CMI,2019,Q2,1.0849,27.21,Industrials
CMI,2019,Q3,1.0113,25.36,Industrials
CMI,2019,Q4,1.0811,27.11,Industrials
CMI,2020,Q1,-0.8006,20.08,Industrials
CMI,2020,Q2,1.0186,25.55,Industrials
CMI,2020,Q3,1.2549,31.47,Industrials
CMI,2020,Q4,1.3402,33.61,Industrials
CMI,2021,Q1,1.5329,38.44,Industrials
CMI,2021,Q2,1.3674,34.29,Industrials
CMI,2021,Q3,1.3019,32.65,Industrials
CMI,2021,Q4,1.2395,31.08,Industrials
CVS,2017,Q1,0.0,80.86,Health Care
CVS,2017,Q2,1.014,81.99,Health Care
CVS,2017,Q3,1.0218,82.62,Health Care
CVS,2017,Q4,-0.922,74.55,Health Care
CVS,2018,Q1,-0.767,62.02,Health Care
CVS,2018,Q2,-0.8102,65.51,Health Care
CVS,2018,Q3,1.0029,81.09,Health Care
CVS,2018,Q4,-0.9084,73.45,Health Care
CVS,2019,Q1,-0.8699,70.34,Health Care
CVS,2019,Q2,-0.8839,71.46,Health Care
CVS,2019,Q3,1.0156,82.12,Health Care
CVS,2019,Q4,1.1972,96.8,Health Care
CVS,2020,Q1,-0.9583,77.48,Health Care
CVS,2020,Q2,1.0518,85.05,Health Care
CVS,2020,Q3,-0.9462,76.5,Health Care
CVS,2020,Q4,1.1074,89.54,Health Care
CVS,2021,Q1,1.2217,98.78,Health Care
CVS,2021,Q2,1.3612,110.06,Health Care
CVS,2021,Q3,1.3864,112.1,Health Care
CVS,2021,Q4,1.6867,136.38,Health Care
DHI,2017,Q1,0.0,12.47,Consumer Discretionary
DHI,2017,Q2,1.0389,12.96,Consumer Discretionary
DHI,2017,Q3,1.1997,14.96,Consumer Discretionary
DHI,2017,Q4,1.5386,19.19,Consumer Discretionary
DHI,2018,Q1,1.2783,15.94,Consumer Discretionary
DHI,2018,Q2,1.2407,15.47,Consumer Discretionary
DHI,2018,Q3,1.2753,15.9,Consumer Discretionary
DHI,2018,Q4,1.0425,13.0,Consumer Discretionary
DHI,2019,Q1,1.2485,15.57,Consumer Discretionary
DHI,2019,Q2,1.3022,16.24,Consumer Discretionary
DHI,2019,Q3,1.5625,19.49,Consumer Discretionary
DHI,2019,Q4,1.5578,19.43,Consumer Discretionary
DHI,2020,Q1,-0.9973,12.44,Consumer Discretionary
DHI,2020,Q2,1.6175,20.17,Consumer Discretionary
DHI,2020,Q3,2.208,27.54,Consumer Discretionary
DHI,2020,Q4,2.0138,25.11,Consumer Discretionary
DHI,2021,Q1,2.589,32.29,Consumer Discretionary
DHI,2021,Q2,2.6065,32.51,Consumer Discretionary
DHI,2021,Q3,2.4098,30.05,Consumer Discretionary
DHI,2021,Q4,3.0966,38.62,Consumer Discretionary
DHR,2017,Q1,0.0,59.38,Health Care
DHR,2017,Q2,-0.9882,58.68,Health Care
DHR,2017,Q3,1.0057,59.72,Health Care
DHR,2017,Q4,1.0853,64.45,Health Care
DHR,2018,Q1,1.1518,68.4,Health Care
DHR,2018,Q2,1.1636,69.1,Health Care
DHR,2018,Q3,1.2834,76.21,Health Care
DHR,2018,Q4,1.2194,72.41,Health Care
DHR,2019,Q1,1.5731,93.42,Health Care
DHR,2019,Q2,1.7271,102.56,Health Care
DHR,2019,Q3,1.7135,101.75,Health Care
DHR,2019,Q4,1.8508,109.91,Health Care
DHR,2020,Q1,1.5867,94.23,Health Care
DHR,2020,Q2,2.1335,126.69,Health Care
DHR,2020,Q3,2.5778,153.08,Health Care
DHR,2020,Q4,2.6619,158.07,Health Care
DHR,2021,Q1,2.7032,160.53,Health Care
DHR,2021,Q2,3.2971,195.79,Health Care
DHR,2021,Q3,3.6406,216.19,Health Care
DHR,2021,Q4,3.9647,235.44,Health Care
DRI,2017,Q1,0.0,9.25,Consumer Discretionary
DRI,2017,Q2,1.1824,10.94,Consumer Discretionary
DRI,2017,Q3,1.1484,10.62,Consumer Discretionary
DRI,2017,Q4,1.0728,9.92,Consumer Discretionary
DRI,2018,Q1,1.2872,11.91,Consumer Discretionary
DRI,2018,Q2,1.177,10.89,Consumer Discretionary
DRI,2018,Q3,1.5243,14.1,Consumer Discretionary
DRI,2018,Q4,1.4773,13.66,Consumer Discretionary
DRI,2019,Q1,1.4809,13.7,Consumer Discretionary
DRI,2019,Q2,1.5722,14.54,Consumer Discretionary
DRI,2019,Q3,1.6105,14.9,Consumer Discretionary
DRI,2019,Q4,1.5281,14.13,Consumer Discretionary
DRI,2020,Q1,1.5461,14.3,Consumer Discretionary
DRI,2020,Q2,1.0541,9.75,Consumer Discretionary
DRI,2020,Q3,1.2182,11.27,Consumer Discretionary
DRI,2020,Q4,1.5212,14.07,Consumer Discretionary
DRI,2021,Q1,1.9615,18.14,Consumer Discretionary
DRI,2021,Q2,1.9436,17.98,Consumer Discretionary
DRI,2021,Q3,2.111,19.53,Consumer Discretionary
DRI,2021,Q4,1.9801,18.31,Consumer Discretionary
DVA,2017,Q1,0.0,13.08,Health Care
DVA,2017,Q2,-0.9464,12.37,Health Care
DVA,2017,Q3,-0.8579,11.22,Health Care
DVA,2017,Q4,1.0111,13.22,Health Care
DVA,2018,Q1,-0.873,11.42,Health Care
DVA,2018,Q2,-0.9114,11.92,Health Care
DVA,2018,Q3,-0.9443,12.35,Health Care
DVA,2018,Q4,-0.6532,8.54,Health Care
DVA,2019,Q1,-0.6988,9.14,Health Care
DVA,2019,Q2,-0.7136,9.33,Health Care
DVA,2019,Q3,-0.6576,8.6,Health Care
DVA,2019,Q4,-0.7428,9.71,Health Care
DVA,2020,Q1,-0.7265,9.5,Health Care
DVA,2020,Q2,-0.7388,9.66,Health Care
DVA,2020,Q3,-0.792,10.36,Health Care
DVA,2020,Q4,1.0028,13.11,Health Care
DVA,2021,Q1,-0.8985,11.75,Health Care
DVA,2021,Q2,-0.9796,12.81,Health Care
DVA,2021,Q3,-0.9317,12.18,Health Care
DVA,2021,Q4,-0.8779,11.48,Health Care
DE,2017,Q1,0.0,33.91,Industrials
DE,2017,Q2,1.0541,35.74,Industrials
DE,2017,Q3,1.2137,41.15,Industrials
DE,2017,Q4,1.2549,42.55,Industrials
DE,2018,Q1,1.6107,54.61,Industrials
DE,2018,Q2,1.294,43.87,Industrials
DE,2018,Q3,1.3186,44.71,Industrials
DE,2018,Q4,1.2334,41.82,Industrials
DE,2019,Q1,1.47,49.84,Industrials
DE,2019,Q2,1.5591,52.86,Industrials
DE,2019,Q3,1.5863,53.79,Industrials
DE,2019,Q4,1.6581,56.22,Industrials
DE,2020,Q1,1.4636,49.62,Industrials
DE,2020,Q2,1.228,41.64,Industrials
DE,2020,Q3,1.6397,55.6,Industrials
DE,2020,Q4,2.1464,72.78,Industrials
DE,2021,Q1,2.7018,91.61,Industrials
DE,2021,Q2,3.4213,116.0,Industrials
DE,2021,Q3,3.3167,112.45,Industrials
DE,2021,Q4,3.2705,110.89,Industrials
DAL,2017,Q1,0.0,33.46,Industrials
DAL,2017,Q2,1.1693,39.12,Industrials
DAL,2017,Q3,1.0319,34.53,Industrials
DAL,2017,Q4,1.1993,40.13,Industrials
DAL,2018,Q1,1.0931,36.57,Industrials
DAL,2018,Q2,1.029,34.43,Industrials
DAL,2018,Q3,1.1605,38.83,Industrials
DAL,2018,Q4,1.0141,33.93,Industrials
DAL,2019,Q1,1.0371,34.7,Industrials
DAL,2019,Q2,1.1227,37.56,Industrials
DAL,2019,Q3,1.1121,37.21,Industrials
DAL,2019,Q4,1.1221,37.54,Industrials
DAL,2020,Q1,-0.5432,18.17,Industrials
DAL,2020,Q2,-0.5323,17.81,Industrials
DAL,2020,Q3,-0.5804,19.42,Industrials
DAL,2020,Q4,-0.7631,25.53,Industrials
DAL,2021,Q1,-0.9177,30.71,Industrials
DAL,2021,Q2,-0.8236,27.56,Industrials
DAL,2021,Q3,-0.8112,27.14,Industrials
DAL,2021,Q4,-0.744,24.89,Industrials
XRAY,2017,Q1,0.0,14.37,Health Care
XRAY,2017,Q2,1.0353,14.87,Health Care
XRAY,2017,Q3,-0.9554,13.73,Health Care
XRAY,2017,Q4,1.0683,15.35,Health Care
XRAY,2018,Q1,-0.7753,11.14,Health Care
XRAY,2018,Q2,-0.6861,9.86,Health Care
XRAY,2018,Q3,-0.5833,8.38,Health Care
XRAY,2018,Q4,-0.5768,8.29,Health Care
XRAY,2019,Q1,-0.7746,11.13,Health Care
XRAY,2019,Q2,-0.9101,13.08,Health Care
XRAY,2019,Q3,-0.8278,11.89,Health Care
XRAY,2019,Q4,-0.8772,12.6,Health Care
XRAY,2020,Q1,-0.597,8.58,Health Care
XRAY,2020,Q2,-0.6707,9.64,Health Care
XRAY,2020,Q3,-0.665,9.56,Health Care
XRAY,2020,Q4,-0.7967,11.45,Health Care
XRAY,2021,Q1,-0.9718,13.96,Health Care
XRAY,2021,Q2,-0.9616,13.82,Health Care
XRAY,2021,Q3,-0.8832,12.69,Health Care
XRAY,2021,Q4,-0.8465,12.16,Health Care
DVN,2017,Q1,0.0,21.9,Energy
DVN,2017,Q2,-0.7678,16.82,Energy
DVN,2017,Q3,-0.8816,19.31,Energy
DVN,2017,Q4,1.0122,22.17,Energy
DVN,2018,Q1,-0.7184,15.73,Energy
DVN,2018,Q2,1.0457,22.9,Energy
DVN,2018,Q3,-0.9012,19.74,Energy
DVN,2018,Q4,-0.4723,10.35,Energy
DVN,2019,Q1,-0.625,13.69,Energy
DVN,2019,Q2,-0.5476,11.99,Energy
DVN,2019,Q3,-0.4361,9.55,Energy
DVN,2019,Q4,-0.4541,9.95,Energy
DVN,2020,Q1,-0.1208,2.65,Energy
DVN,2020,Q2,-0.1952,4.28,Energy
DVN,2020,Q3,-0.1628,3.57,Energy
DVN,2020,Q4,-0.2765,6.06,Energy
DVN,2021,Q1,-0.6524,14.29,Energy
DVN,2021,Q2,-0.9022,19.76,Energy
DVN,2021,Q3,1.0976,24.04,Energy
DVN,2021,Q4,1.3495,29.56,Energy
DXCM,2017,Q1,0.0,7.22,Health Care
DXCM,2017,Q2,-0.8755,6.32,Health Care
DXCM,2017,Q3,-0.5876,4.24,Health Care
DXCM,2017,Q4,-0.6981,5.04,Health Care
DXCM,2018,Q1,-0.9013,6.51,Health Care
DXCM,2018,Q2,1.1604,8.38,Health Care
DXCM,2018,Q3,1.6399,11.84,Health Care
DXCM,2018,Q4,1.472,10.63,Health Care
DXCM,2019,Q1,1.4406,10.4,Health Care
DXCM,2019,Q2,1.911,13.8,Health Care
DXCM,2019,Q3,1.8875,13.63,Health Care
DXCM,2019,Q4,2.7755,20.04,Health Care
DXCM,2020,Q1,3.4242,24.72,Health Care
DXCM,2020,Q2,5.2676,38.03,Health Care
DXCM,2020,Q3,5.4705,39.49,Health Care
DXCM,2020,Q4,4.9064,35.42,Health Care
DXCM,2021,Q1,4.7942,34.61,Health Care
DXCM,2021,Q2,5.7198,41.29,Health Care
DXCM,2021,Q3,7.3405,52.99,Health Care
DXCM,2021,Q4,7.2149,52.08,Health Care
FANG,2017,Q1,0.0,9.66,Energy
FANG,2017,Q2,-0.902,8.72,Energy
FANG,2017,Q3,-0.995,9.61,Energy
FANG,2017,Q4,1.2992,12.55,Energy
FANG,2018,Q1,1.247,12.05,Energy
FANG,2018,Q2,1.3428,12.97,Energy
FANG,2018,Q3,1.3965,13.49,Energy
FANG,2018,Q4,1.1753,11.36,Energy
FANG,2019,Q1,1.769,17.09,Energy
FANG,2019,Q2,1.8654,18.03,Energy
FANG,2019,Q3,1.5124,14.61,Energy
FANG,2019,Q4,1.5376,14.86,Energy
FANG,2020,Q1,-0.4292,4.15,Energy
FANG,2020,Q2,-0.6831,6.6,Energy
FANG,2020,Q3,-0.492,4.75,Energy
FANG,2020,Q4,-0.7913,7.65,Energy
FANG,2021,Q1,1.2486,12.06,Energy
FANG,2021,Q2,1.7588,16.99,Energy
FANG,2021,Q3,1.7736,17.14,Energy
FANG,2021,Q4,2.0107,19.43,Energy
DLR,2017,Q1,0.0,16.95,Real Estate
DLR,2017,Q2,1.0809,18.32,Real Estate
DLR,2017,Q3,1.1883,20.14,Real Estate
DLR,2017,Q4,1.3657,23.15,Real Estate
DLR,2018,Q1,1.2494,21.17,Real Estate
DLR,2018,Q2,1.356,22.98,Real Estate
DLR,2018,Q3,1.3536,22.94,Real Estate
DLR,2018,Q4,1.2973,21.99,Real Estate
DLR,2019,Q1,1.4718,24.94,Real Estate
DLR,2019,Q2,1.4388,24.38,Real Estate
DLR,2019,Q3,1.5964,27.06,Real Estate
DLR,2019,Q4,1.4751,25.0,Real Estate
DLR,2020,Q1,1.8209,30.86,Real Estate
DLR,2020,Q2,2.2436,38.02,Real Estate
DLR,2020,Q3,2.34,39.66,Real Estate
DLR,2020,Q4,2.3059,39.08,Real Estate
DLR,2021,Q1,2.336,39.59,Real Estate
DLR,2021,Q2,2.5017,42.4,Real Estate
DLR,2021,Q3,2.413,40.89,Real Estate
DLR,2021,Q4,2.9625,50.21,Real Estate
DFS,2017,Q1,0.0,26.4,Financials
DFS,2017,Q2,-0.8929,23.57,Financials
DFS,2017,Q3,-0.9062,23.92,Financials
DFS,2017,Q4,1.0547,27.84,Financials
DFS,2018,Q1,-0.9357,24.7,Financials
DFS,2018,Q2,-0.9282,24.5,Financials
DFS,2018,Q3,-0.9912,26.16,Financials
DFS,2018,Q4,-0.7485,19.76,Financials
DFS,2019,Q1,-0.9132,24.11,Financials
DFS,2019,Q2,-0.9585,25.3,Financials
DFS,2019,Q3,-0.9737,25.71,Financials
DFS,2019,Q4,1.0025,26.46,Financials
DFS,2020,Q1,-0.4162,10.99,Financials
DFS,2020,Q2,-0.5806,15.33,Financials
DFS,2020,Q3,-0.6698,17.68,Financials
DFS,2020,Q4,1.0528,27.79,Financials
DFS,2021,Q1,1.1047,29.16,Financials
DFS,2021,Q2,1.3622,35.96,Financials
DFS,2021,Q3,1.3868,36.61,Financials
DFS,2021,Q4,1.2739,33.63,Financials
DISH,2017,Q1,0.0,29.67,Communication Services
DISH,2017,Q2,-0.9898,29.36,Communication Services
DISH,2017,Q3,-0.8557,25.38,Communication Services
DISH,2017,Q4,-0.7928,23.52,Communication Services
DISH,2018,Q1,-0.5876,17.43,Communication Services
DISH,2018,Q2,-0.5317,15.77,Communication Services
DISH,2018,Q3,-0.5605,16.63,Communication Services
DISH,2018,Q4,-0.3954,11.73,Communication Services
DISH,2019,Q1,-0.5248,15.57,Communication Services
DISH,2019,Q2,-0.6176,18.32,Communication Services
DISH,2019,Q3,-0.5506,16.33,Communication Services
DISH,2019,Q4,-0.6255,18.56,Communication Services
DISH,2020,Q1,-0.3525,10.46,Communication Services
DISH,2020,Q2,-0.6099,18.09,Communication Services
DISH,2020,Q3,-0.5143,15.26,Communication Services
DISH,2020,Q4,-0.5729,17.0,Communication Services
DISH,2021,Q1,-0.6426,19.06,Communication Services
DISH,2021,Q2,-0.7435,22.06,Communication Services
DISH,2021,Q3,-0.7739,22.96,Communication Services
DISH,2021,Q4,-0.5776,17.14,Communication Services
DIS,2017,Q1,0.0,179.16,Communication Services
DIS,2017,Q2,-0.9264,165.96,Communication Services
DIS,2017,Q3,-0.8462,151.6,Communication Services
DIS,2017,Q4,-0.9435,169.04,Communication Services
DIS,2018,Q1,-0.8277,148.29,Communication Services
DIS,2018,Q2,-0.8723,156.27,Communication Services
DIS,2018,Q3,-0.9661,173.08,Communication Services
DIS,2018,Q4,-0.9119,163.38,Communication Services
DIS,2019,Q1,-0.9608,172.14,Communication Services
DIS,2019,Q2,1.4045,251.63,Communication Services
DIS,2019,Q3,1.3086,234.45,Communication Services
DIS,2019,Q4,1.4684,263.08,Communication Services
DIS,2020,Q1,-0.9728,174.29,Communication Services
DIS,2020,Q2,1.1016,197.36,Communication Services
DIS,2020,Q3,1.2374,221.69,Communication Services
DIS,2021,Q1,1.7971,321.96,Communication Services
DIS,2021,Q2,1.9118,342.5,Communication Services
DIS,2021,Q3,1.7972,321.99,Communication Services
DIS,2021,Q4,1.7861,319.99,Communication Services
DG,2017,Q1,0.0,20.2,Consumer Discretionary
DG,2017,Q2,1.0011,20.22,Consumer Discretionary
DG,2017,Q3,1.0142,20.49,Consumer Discretionary
DG,2017,Q4,1.1036,22.29,Consumer Discretionary
DG,2018,Q1,1.3305,26.88,Consumer Discretionary
DG,2018,Q2,1.2689,25.63,Consumer Discretionary
DG,2018,Q3,1.2956,26.17,Consumer Discretionary
DG,2018,Q4,1.4679,29.65,Consumer Discretionary
DG,2019,Q1,1.4886,30.07,Consumer Discretionary
DG,2019,Q2,1.5989,32.3,Consumer Discretionary
DG,2019,Q3,1.706,34.46,Consumer Discretionary
DG,2019,Q4,2.0266,40.94,Consumer Discretionary
DG,2020,Q1,1.924,38.87,Consumer Discretionary
DG,2020,Q2,2.1562,43.56,Consumer Discretionary
DG,2020,Q3,2.3589,47.65,Consumer Discretionary
DG,2020,Q4,2.5532,51.58,Consumer Discretionary
DG,2021,Q1,2.3456,47.39,Consumer Discretionary
DG,2021,Q2,2.5359,51.23,Consumer Discretionary
DG,2021,Q3,2.7054,54.65,Consumer Discretionary
DG,2021,Q4,2.5494,51.5,Consumer Discretionary
DLTR,2017,Q1,0.0,17.48,Consumer Discretionary
DLTR,2017,Q2,1.1187,19.56,Consumer Discretionary
DLTR,2017,Q3,-0.9721,17.0,Consumer Discretionary
DLTR,2017,Q4,1.263,22.08,Consumer Discretionary
DLTR,2018,Q1,1.4765,25.81,Consumer Discretionary
DLTR,2018,Q2,1.2716,22.23,Consumer Discretionary
DLTR,2018,Q3,1.2285,21.48,Consumer Discretionary
DLTR,2018,Q4,1.1587,20.26,Consumer Discretionary
DLTR,2019,Q1,1.3162,23.01,Consumer Discretionary
DLTR,2019,Q2,1.4814,25.9,Consumer Discretionary
DLTR,2019,Q3,1.3165,23.02,Consumer Discretionary
DLTR,2019,Q4,1.5128,26.45,Consumer Discretionary
DLTR,2020,Q1,1.1788,20.61,Consumer Discretionary
DLTR,2020,Q2,1.0486,18.33,Consumer Discretionary
DLTR,2020,Q3,1.267,22.15,Consumer Discretionary
DLTR,2020,Q4,1.2233,21.39,Consumer Discretionary
DLTR,2021,Q1,1.3641,23.85,Consumer Discretionary
DLTR,2021,Q2,1.5326,26.79,Consumer Discretionary
DLTR,2021,Q3,1.3048,22.81,Consumer Discretionary
DLTR,2021,Q4,1.3862,24.24,Consumer Discretionary
D,2017,Q1,0.0,48.72,Utilities
D,2017,Q2,-0.9893,48.2,Utilities
D,2017,Q3,1.0194,49.67,Utilities
D,2017,Q4,1.0628,51.78,Utilities
D,2018,Q1,-0.8995,43.83,Utilities
D,2018,Q2,-0.9106,44.37,Utilities
D,2018,Q3,-0.9424,45.92,Utilities
D,2018,Q4,-0.9988,48.66,Utilities
D,2019,Q1,1.2484,60.82,Utilities
D,2019,Q2,1.22,59.44,Utilities
D,2019,Q3,1.3523,65.89,Utilities
D,2019,Q4,1.4245,69.4,Utilities
D,2020,Q1,1.2419,60.51,Utilities
D,2020,Q2,1.3996,68.19,Utilities
D,2020,Q3,1.3219,64.41,Utilities
D,2020,Q4,1.244,60.61,Utilities
D,2021,Q1,1.2564,61.22,Utilities
D,2021,Q2,1.218,59.34,Utilities
D,2021,Q3,1.214,59.15,Utilities
D,2021,Q4,1.3061,63.63,Utilities
DPZ,2017,Q1,0.0,7.62,Consumer Discretionary
DPZ,2017,Q2,1.1553,8.8,Consumer Discretionary
DPZ,2017,Q3,1.3664,10.41,Consumer Discretionary
DPZ,2017,Q4,1.1424,8.7,Consumer Discretionary
DPZ,2018,Q1,1.2943,9.86,Consumer Discretionary
DPZ,2018,Q2,1.5551,11.85,Consumer Discretionary
DPZ,2018,Q3,1.6039,12.22,Consumer Discretionary
DPZ,2018,Q4,1.3341,10.16,Consumer Discretionary
DPZ,2019,Q1,1.3013,9.91,Consumer Discretionary
DPZ,2019,Q2,1.5188,11.57,Consumer Discretionary
DPZ,2019,Q3,1.2861,9.8,Consumer Discretionary
DPZ,2019,Q4,1.4989,11.42,Consumer Discretionary
DPZ,2020,Q1,1.644,12.52,Consumer Discretionary
DPZ,2020,Q2,1.9379,14.76,Consumer Discretionary
DPZ,2020,Q3,1.9389,14.77,Consumer Discretionary
DPZ,2021,Q1,1.9365,14.75,Consumer Discretionary
DPZ,2021,Q2,1.8904,14.4,Consumer Discretionary
DPZ,2021,Q3,2.2674,17.27,Consumer Discretionary
DPZ,2021,Q4,2.2935,17.47,Consumer Discretionary
DOV,2017,Q1,0.0,10.1,Industrials
DOV,2017,Q2,-0.9994,10.09,Industrials
DOV,2017,Q3,1.139,11.5,Industrials
DOV,2017,Q4,1.2672,12.79,Industrials
DOV,2018,Q1,1.1853,11.97,Industrials
DOV,2018,Q2,1.1003,11.11,Industrials
DOV,2018,Q3,1.2866,12.99,Industrials
DOV,2018,Q4,1.0262,10.36,Industrials
DOV,2019,Q1,1.3791,13.92,Industrials
DOV,2019,Q2,1.4737,14.88,Industrials
DOV,2019,Q3,1.4337,14.47,Industrials
DOV,2019,Q4,1.6552,16.71,Industrials
DOV,2020,Q1,1.1995,12.11,Industrials
DOV,2020,Q2,1.3769,13.9,Industrials
DOV,2020,Q3,1.5458,15.6,Industrials
DOV,2020,Q4,1.8003,18.17,Industrials
DOV,2021,Q1,1.9529,19.71,Industrials
DOV,2021,Q2,2.1473,21.68,Industrials
DOV,2021,Q3,2.2178,22.39,Industrials
DOV,2021,Q4,2.5905,26.15,Industrials
DTE,2017,Q1,0.0,15.56,Utilities
DTE,2017,Q2,1.036,16.12,Utilities
DTE,2017,Q3,1.0514,16.36,Utilities
DTE,2017,Q4,1.068,16.61,Utilities
DTE,2018,Q1,1.0209,15.88,Utilities
DTE,2018,Q2,1.0262,15.96,Utilities
DTE,2018,Q3,1.0857,16.89,Utilities
DTE,2018,Q4,1.0983,17.08,Utilities
DTE,2019,Q1,1.2327,19.18,Utilities
DTE,2019,Q2,1.2844,19.98,Utilities
DTE,2019,Q3,1.3312,20.71,Utilities
DTE,2019,Q4,1.3642,21.22,Utilities
DTE,2020,Q1,-0.9976,15.52,Utilities
DTE,2020,Q2,1.1292,17.57,Utilities
